tDocumento;tCorrelativo;tTurno;tTipoPago;tOtroTipoPago;tMoneda;nTipoCambio;nMonto;nPropina;tTarjeta;tReferencia;tBanco;tNumero;tFechaVencimiento;tUsuario;fRegistro;nDolar;lReplica;fDiaContable;tNumeroATarjeta;tForma;tCodigoIntegracion
T00013000080223;1;1800000345;1;NULL;1;3,1;20;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 21:38;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080222;2;1800000345;2;NULL;1;3,1;59;0;2;;NULL;4198;;JRUIZ;13/07/2018 21:38;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080222;1;1800000345;2;NULL;1;3,1;22;0;5;;NULL;6452;;JRUIZ;13/07/2018 21:38;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080221;1;1800000345;2;NULL;1;3,1;54;5;5;;NULL;1920;;JRUIZ;13/07/2018 21:37;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080220;1;1800000345;2;NULL;1;3,1;63;0;5;;NULL;1100;;JRUIZ;13/07/2018 21:36;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080219;3;1800000345;2;NULL;1;3,1;18;0;5;;NULL;9484;;JRUIZ;13/07/2018 21:34;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080219;2;1800000345;2;NULL;1;3,1;27;0;5;;NULL;9760;;JRUIZ;13/07/2018 21:34;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080219;1;1800000345;1;NULL;1;3,1;27;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 21:34;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080218;2;1800000345;2;NULL;1;3,1;27;0;2;;NULL;9286;;JRUIZ;13/07/2018 21:33;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080218;1;1800000345;2;NULL;1;3,1;27;0;1;;NULL;5024;;JRUIZ;13/07/2018 21:33;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080217;1;1800000345;1;NULL;1;3,1;130;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 21:32;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080216;1;1800000345;2;NULL;1;3,1;30;0;5;;NULL;31;;JRUIZ;13/07/2018 21:31;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080215;1;1800000345;1;NULL;1;3,1;12;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 21:21;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080214;1;1800000345;1;NULL;1;3,1;14;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 21:20;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080213;1;1800000345;1;NULL;1;3,1;41;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 21:19;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080212;1;1800000345;1;NULL;1;3,1;48;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 21:12;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080211;2;1800000345;2;NULL;1;3,1;20;0;1;;NULL;8048;;JRUIZ;13/07/2018 21:12;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080211;1;1800000345;2;NULL;1;3,1;8;0;5;;NULL;2607;;JRUIZ;13/07/2018 21:12;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080210;1;1800000345;1;NULL;1;3,1;36;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 21:10;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080209;1;1800000345;1;NULL;1;3,1;8;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 21:09;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080208;1;1800000345;2;NULL;1;3,1;20;0;5;;NULL;8880;;JRUIZ;13/07/2018 21:08;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080207;1;1800000345;1;NULL;1;3,1;42;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 21:07;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080206;1;1800000345;1;NULL;1;3,1;24;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 21:04;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080205;1;1800000345;2;NULL;1;3,1;4,5;0;5;;NULL;1133;;JRUIZ;13/07/2018 21:03;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080204;1;1800000345;1;NULL;1;3,1;20;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 21:02;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080203;1;1800000345;1;NULL;1;3,1;29;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 21:02;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080202;1;1800000345;1;NULL;1;3,1;12;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 21:01;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080201;1;1800000345;2;NULL;1;3,1;62;0;1;;NULL;8174;;JRUIZ;13/07/2018 20:58;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080200;1;1800000345;2;NULL;1;3,1;26;0;5;;NULL;9515;;JRUIZ;13/07/2018 20:54;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080199;1;1800000345;2;NULL;1;3,1;50;0;2;;NULL;2354;;JRUIZ;13/07/2018 20:51;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080198;1;1800000345;2;NULL;1;3,1;42;0;5;;NULL;7964;;JRUIZ;13/07/2018 20:51;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080197;1;1800000345;2;NULL;1;3,1;12;0;1;;NULL;3031;;JRUIZ;13/07/2018 20:45;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080196;1;1800000345;2;NULL;1;3,1;68;0;1;;NULL;6353;;JRUIZ;13/07/2018 20:44;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080195;1;1800000345;2;NULL;1;3,1;21;0;1;;NULL;8216;;JRUIZ;13/07/2018 20:43;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080194;1;1800000345;1;NULL;1;3,1;24;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 20:42;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080193;1;1800000345;2;NULL;1;3,1;39;0;5;;NULL;7378;;JRUIZ;13/07/2018 20:37;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080192;1;1800000345;2;NULL;1;3,1;40,5;0;2;;NULL;3007;;JRUIZ;13/07/2018 20:31;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080191;2;1800000345;2;NULL;1;3,1;22;0;5;;NULL;1205;;JRUIZ;13/07/2018 20:27;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080191;1;1800000345;1;NULL;1;3,1;52;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 20:27;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080190;1;1800000345;2;NULL;1;3,1;30;0;1;;NULL;9028;;JRUIZ;13/07/2018 20:26;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080189;3;1800000345;2;NULL;1;3,1;31;0;5;;NULL;2734;;JRUIZ;13/07/2018 20:25;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080189;2;1800000345;2;NULL;1;3,1;33;0;5;;NULL;9637;;JRUIZ;13/07/2018 20:25;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080189;1;1800000345;1;NULL;1;3,1;93;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 20:25;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080188;1;1800000345;2;NULL;1;3,1;56;0;2;;NULL;9838;;JRUIZ;13/07/2018 20:21;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080187;1;1800000345;2;NULL;1;3,1;12;0;1;;NULL;3688;;JRUIZ;13/07/2018 20:18;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080186;1;1800000345;1;NULL;1;3,1;78;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 20:16;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080185;1;1800000345;2;NULL;1;3,1;25;0;1;;NULL;4354;;JRUIZ;13/07/2018 20:19;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080184;1;1800000345;2;NULL;1;3,1;8;0;1;;NULL;4354;;JRUIZ;13/07/2018 20:18;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080183;1;1800000345;2;NULL;1;3,1;61;0;1;;NULL;4354;;JRUIZ;13/07/2018 20:14;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080182;1;1800000345;1;NULL;1;3,1;14;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 20:12;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080181;1;1800000345;1;NULL;1;3,1;12;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 20:09;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080180;1;1800000345;2;NULL;1;3,1;14;0;5;;NULL;3281;;JRUIZ;13/07/2018 20:08;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080179;1;1800000345;2;NULL;1;3,1;36;0;1;;NULL;6027;;JRUIZ;13/07/2018 20:08;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080178;1;1800000345;1;NULL;1;3,1;12;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 20:06;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080177;1;1800000345;2;NULL;1;3,1;8;0;5;;NULL;1221;;JRUIZ;13/07/2018 20:06;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080176;1;1800000345;2;NULL;1;3,1;38;0;5;;NULL;7343;;JRUIZ;13/07/2018 20:05;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080175;1;1800000345;2;NULL;1;3,1;18;0;1;;NULL;17;;JRUIZ;13/07/2018 20:03;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080174;1;1800000345;1;NULL;1;3,1;44;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 20:01;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080173;1;1800000345;1;NULL;1;3,1;48;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 20:01;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080172;1;1800000345;1;NULL;1;3,1;12;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 20:00;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080171;1;1800000345;1;NULL;1;3,1;28;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 19:59;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080170;1;1800000345;2;NULL;1;3,1;127;0;5;;NULL;9005;;JRUIZ;13/07/2018 19:58;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080169;1;1800000345;2;NULL;1;3,1;48;0;1;;NULL;4193;;JRUIZ;13/07/2018 19:55;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080168;1;1800000345;2;NULL;1;3,1;61;0;5;;NULL;8311;;JRUIZ;13/07/2018 19:54;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080167;1;1800000345;1;NULL;1;3,1;70;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 19:52;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080166;1;1800000345;2;NULL;1;3,1;34;0;1;;NULL;8020;;JRUIZ;13/07/2018 19:41;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080165;1;1800000345;1;NULL;1;3,1;12;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 19:39;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080164;1;1800000345;1;NULL;1;3,1;12;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 19:37;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080163;1;1800000345;1;NULL;1;3,1;8;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 19:37;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080162;1;1800000345;1;NULL;1;3,1;10,5;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 19:35;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080161;1;1800000345;2;NULL;1;3,1;62;0;5;;NULL;8794;;JRUIZ;13/07/2018 19:31;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080160;1;1800000345;1;NULL;1;3,1;38;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 19:29;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080159;1;1800000345;1;NULL;1;3,1;71;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 19:21;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080158;1;1800000345;2;NULL;1;3,1;25;0;1;;NULL;6142;;JRUIZ;13/07/2018 19:16;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080157;1;1800000345;2;NULL;1;3,1;24;0;5;;NULL;7546;;JRUIZ;13/07/2018 19:12;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080156;1;1800000345;2;NULL;1;3,1;46;0;2;;NULL;5596;;JRUIZ;13/07/2018 19:08;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080155;1;1800000345;1;NULL;1;3,1;12;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 19:03;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080154;1;1800000345;1;NULL;1;3,1;54;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 19:00;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080153;1;1800000345;2;NULL;1;3,1;34;3;5;;NULL;4820;;JRUIZ;13/07/2018 18:57;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080152;1;1800000345;2;NULL;1;3,1;8;0;5;;NULL;3183;;JRUIZ;13/07/2018 18:55;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080151;1;1800000345;1;NULL;1;3,1;14;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 18:51;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080150;1;1800000345;2;NULL;1;3,1;22;0;5;;NULL;6773;;JRUIZ;13/07/2018 18:50;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080149;1;1800000345;2;NULL;1;3,1;22;0;5;;NULL;2275;;JRUIZ;13/07/2018 18:48;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080148;1;1800000345;2;NULL;1;3,1;30;0;5;;NULL;4386;;JRUIZ;13/07/2018 18:48;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080147;1;1800000345;2;NULL;1;3,1;48;5;1;;NULL;6522;;JRUIZ;13/07/2018 18:46;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080146;1;1800000345;1;NULL;1;3,1;50;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 18:45;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080145;1;1800000345;1;NULL;1;3,1;60;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 18:45;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080144;1;1800000345;2;NULL;1;3,1;22;0;5;;NULL;9125;;JRUIZ;13/07/2018 18:44;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080143;1;1800000345;1;NULL;1;3,1;14;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 18:43;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080142;1;1800000345;2;NULL;1;3,1;94;10;5;;NULL;306;;JRUIZ;13/07/2018 18:39;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080141;1;1800000345;1;NULL;1;3,1;24;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 18:39;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080140;2;1800000345;2;NULL;1;3,1;19;1;1;;NULL;6314;;JRUIZ;13/07/2018 18:37;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080140;1;1800000345;2;NULL;1;3,1;20;0;5;;NULL;4706;;JRUIZ;13/07/2018 18:37;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080139;1;1800000345;2;NULL;1;3,1;14;0;5;;NULL;5759;;JRUIZ;13/07/2018 18:36;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080138;1;1800000345;1;NULL;1;3,1;7;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 18:34;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080137;1;1800000345;1;NULL;1;3,1;33;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 18:34;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080136;1;1800000345;2;NULL;1;3,1;27;0;5;;NULL;3305;;JRUIZ;13/07/2018 18:33;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080135;1;1800000345;2;NULL;1;3,1;58;0;5;;NULL;9869;;JRUIZ;13/07/2018 18:32;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080134;1;1800000345;1;NULL;1;3,1;28;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 18:31;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080133;1;1800000345;1;NULL;1;3,1;12;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 18:31;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080132;1;1800000345;1;NULL;1;3,1;9;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 18:29;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080131;1;1800000345;1;NULL;1;3,1;20;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 18:27;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080130;1;1800000345;1;NULL;1;3,1;28;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 18:26;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080129;1;1800000345;1;NULL;1;3,1;30;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 18:25;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080128;1;1800000345;2;NULL;1;3,1;21;2;5;;NULL;7037;;JRUIZ;13/07/2018 18:23;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080127;1;1800000345;2;NULL;1;3,1;26;0;5;;NULL;8257;;JRUIZ;13/07/2018 18:22;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080126;2;1800000345;2;NULL;1;3,1;58;0;5;;NULL;7597;;JRUIZ;13/07/2018 18:21;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080126;1;1800000345;2;NULL;1;3,1;52;0;5;;NULL;1982;;JRUIZ;13/07/2018 18:21;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080125;1;1800000345;1;NULL;1;3,1;54;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 18:20;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080124;1;1800000345;2;NULL;1;3,1;47;0;5;;NULL;4956;;JRUIZ;13/07/2018 18:20;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080123;1;1800000345;2;NULL;1;3,1;45;0;1;;NULL;6246;;JRUIZ;13/07/2018 18:18;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080122;1;1800000345;2;NULL;1;3,1;36,75;0;5;;NULL;1923;;JRUIZ;13/07/2018 18:17;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080121;1;1800000345;2;NULL;1;3,1;76;0;5;;NULL;2469;;JRUIZ;13/07/2018 18:14;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080120;1;1800000345;2;NULL;1;3,1;28;0;1;;NULL;8220;;JRUIZ;13/07/2018 18:06;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080119;1;1800000345;1;NULL;1;3,1;8;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 17:58;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080118;1;1800000345;2;NULL;1;3,1;26;4;5;;NULL;2262;;JRUIZ;13/07/2018 17:56;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080117;2;1800000345;2;NULL;1;3,1;18;0;5;;NULL;9537;;JRUIZ;13/07/2018 17:54;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080117;1;1800000345;1;NULL;1;3,1;19;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 17:54;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080116;1;1800000345;1;NULL;1;3,1;61;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 17:52;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080115;1;1800000345;2;NULL;1;3,1;34;0;5;;NULL;9340;;JRUIZ;13/07/2018 17:50;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080114;1;1800000345;1;NULL;1;3,1;29;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 17:50;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080113;1;1800000345;2;NULL;1;3,1;74;7,5;1;;NULL;9206;;JRUIZ;13/07/2018 17:46;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080112;1;1800000345;2;NULL;1;3,1;58;0;1;;NULL;7028;;JRUIZ;13/07/2018 17:41;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080111;1;1800000345;1;NULL;1;3,1;70;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 17:40;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080110;1;1800000345;1;NULL;1;3,1;4;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 17:28;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080109;1;1800000345;1;NULL;1;3,1;60;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 17:27;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080108;1;1800000345;1;NULL;1;3,1;51;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 17:20;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080107;1;1800000345;2;NULL;1;3,1;33;3;5;;NULL;2187;;JRUIZ;13/07/2018 17:14;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080106;1;1800000345;2;NULL;1;3,1;20;2;1;;NULL;7016;;JRUIZ;13/07/2018 17:11;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080105;1;1800000345;2;NULL;1;3,1;36;2;1;;NULL;2013;;JRUIZ;13/07/2018 17:08;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080104;1;1800000345;2;NULL;1;3,1;34;0;5;;NULL;580;;JRUIZ;13/07/2018 17:00;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080103;1;1800000345;1;NULL;1;3,1;14;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 16:59;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080102;1;1800000345;1;NULL;1;3,1;14;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 16:55;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080101;1;1800000345;1;NULL;1;3,1;6;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 16:53;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080100;1;1800000345;2;NULL;1;3,1;19;0;5;;NULL;2989;;JRUIZ;13/07/2018 16:51;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080099;1;1800000345;2;NULL;1;3,1;35;0;5;;NULL;5804;;JRUIZ;13/07/2018 16:50;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080098;1;1800000345;1;NULL;1;3,1;70;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 16:49;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080097;1;1800000345;2;NULL;1;3,1;12;0;5;;NULL;1703;;JRUIZ;13/07/2018 16:49;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080096;1;1800000345;1;NULL;1;3,1;22;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 16:38;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080095;1;1800000345;2;NULL;1;3,1;30;0;5;;NULL;2765;;JRUIZ;13/07/2018 16:33;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080094;1;1800000345;2;NULL;1;3,1;6;0;5;;NULL;6182;;JRUIZ;13/07/2018 16:30;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080093;1;1800000345;2;NULL;1;3,1;65;0;5;;NULL;2102;;JRUIZ;13/07/2018 16:28;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080092;1;1800000345;1;NULL;1;3,1;28;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 16:25;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080091;1;1800000345;1;NULL;1;3,1;24;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;13/07/2018 16:22;NULL;NULL;13/07/2018 0:00;NULL;NULL;NULL
T00013000080090;1;1800000345;2;NULL;1;3,1;30;0;5;;NULL;5017;;JRUIZ;13/07/2018 16:20;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080089;1;1800000345;2;NULL;1;3,1;14;0;5;;NULL;6411;;JRUIZ;13/07/2018 16:14;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080088;1;1800000345;2;NULL;1;3,1;8;0;1;;NULL;7028;;JRUIZ;13/07/2018 16:13;NULL;NULL;13/07/2018 0:00;;NULL;NULL
T00013000080087;1;1800000345;2;NULL;1;3,1;8;0;5;;NULL;8031;;JRUIZ;13/07/2018 16:04;NULL;NULL;13/07/2018 0:00;;NULL;NULL
