tCodigoProducto;tGrupo;tSubGrupo;tTipoProducto;tDetallado;tResumido;tMoneda;lImpuesto1;lImpuesto2;lImpuesto3;lImpuesto4;lImpuesto5;lImpuesto6;lImpuesto7;lImpuesto8;lImpuesto9;lImpuesto10;lImpuesto11;lImpuesto12;lImpuesto13;lImpuesto14;lImpuesto15;tDescargo;nPrecioVenta;nPrecioDelivery;nPrecioLlevar;nPrecioCanal4;nPrecioCanal5;tCortesia;lModificable;tArea;lImprimeArea;lEspecial;lFijo;lActivo;lCombinacion;nCombinacion;nBoton;tIcono;oFoto;tUsuario;fRegistro;tEnlace;tCajaRapida;nBotonRapido;nInsumo;nInsumo2;nInsumo3;nInsumo4;nInsumo5;nGasto;nGasto2;nGasto3;nGasto4;nGasto5;nManoObra;nManoObra2;nManoObra3;nManoObra4;nManoObra5;tBarra;lPropiedad;tInfhotel;lDescuento;lLocal;lDelivery;lLlevar;lCanal4;lCanal5;tBotonPalm;tUnidadNegocio;lReplica;lMultiArea;tAlternativa;lControlInsumoCritico;tCodigoInsumo;nTiempo;lBalanza;lSolicitaAutorizacionEnvio;lDefineAreaProduccion;tCodigoProductoSunat;nPrecioVentaRefer;nCombinacionMinima;lNuevoModificado;tCodigoSKU;lLey1;lActivaHomologacionExterno;SURLIMAGE;lActivaPatioComida;tDescripcionPatio;tStockPlatoCritico;tAplicaExoneracion;tAplicaInafectacion;tNombrePatio;lComboVisible;IntegracionWebApi
51;17;1701;1;Torta de Selva Negra 24P;Torta de Selva Negra 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;140;140;140;140;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;02/09/2021 8:22;124;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010137;0;;1;1;1;1;0;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
52;17;1701;1;Torta tres Leches de Chocolate 24P;Tres Leches Choco 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;140;140;140;140;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;17/02/2020 15:00;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010139;0;;1;1;1;1;0;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
53;17;1701;1;Torta de Zanahoria 24P;Torta de Zanahoria 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;140;140;140;140;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;02/09/2021 8:22;127;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010140;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
54;17;1706;1;minimaria torta de chocolate;minimaria torta de choco;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;52,9;52,9;52,9;52,9;52,9;NULL;0;2;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;01/07/2025 23:01; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000140;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;https://blobmasac.blob.core.windows.net/img-totem/0000054.jpg;0;;0;0;0;minimaria chocolate;0;0
55;1;115;1;Turron de Chocolate 24P;Turron de Chocolate 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;140;140;140;140;0;NULL;0;2;1;NULL;NULL;0;0;0;1;NULL;NULL;ADMIN;02/09/2021 8:22;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010141;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
56;1;109;1;Torta 3 Leches 24P;Torta 3 Leches 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;140;140;140;140;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;02/09/2021 8:23;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010142;0;;1;1;1;1;0;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
57;1;111;1;Bruselina de Chocolate con Lucuma 24P;Bruselin Choco Lucuma 24;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;140;140;140;140;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;02/09/2021 8:23;134;NULL;NULL;3,14E-15;3,14E-15;3,14E-15;3,14E-15;3,14E-15;0;0;0;0;0;0;0;0;0;0;V2010143;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
58;1;111;1;Mini Bruselina Chocolate con Chirimoya 24P;Mini Bruselin Choco Chir;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;30;30;30;30;0;NULL;0;2;1;NULL;NULL;0;0;0;4;NULL;NULL;ADMIN;26/07/2019 17:07;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011147;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
59;17;1706;1;minimaria carrot cake;minimaria carrot cake;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;49;49;49;52;0;NULL;0;2;1;NULL;NULL;0;0;0;19;NULL;NULL;ADMIN;13/10/2022 7:02;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000141;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Mini Carrot Cake;NULL;0
60;17;1701;1;Delicia de Vainilla con Fresa 24P;Delicia Vainila Fresa 24;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;140;140;140;140;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;02/09/2021 8:23;106;NULL;NULL;3,77E-15;3,77E-15;3,77E-15;3,77E-15;3,77E-15;0;0;0;0;0;0;0;0;0;0;V2060054;0;;1;1;1;1;0;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
61;1;109;1;Mini Torta de Chocolate con Frutos Rojos;Mini Torta Choco Fruto R;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;35;0;35;35;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;26/07/2019 17:07;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011150;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
62;1;109;1;Mini Torta de Vainilla con Frutos Rojos;Mini Torta Vaini Fruto R;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;35;0;35;35;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;26/07/2019 17:07;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C1;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
63;1;107;1;Souffle de Vainilla con Fresa 24P;Souffle Vainill Fresa 24;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;100;0;100;100;0;NULL;0;2;1;NULL;NULL;0;0;0;5;NULL;NULL;ADMIN;26/07/2019 17:07;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011072;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
64;17;1701;1;Bruselina de Chocolate con Fresa 24P;Bruselina Choco Fresa 24;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;140;140;140;140;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;02/09/2021 8:23;99;NULL;NULL;7,54E-15;7,54E-15;7,54E-15;7,54E-15;7,54E-15;0;0;0;0;0;0;0;0;0;0;V2010118;0;;1;1;1;1;0;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
65;1;109;1;Torta 3 Leches de Lucuma 24P;3 Leches de Lucuma 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;110;0;110;110;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;26/07/2019 17:07;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011166;0;;1;1;0;1;0;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
66;1;113;1;Mini Merengado de Chirimoya Unidad;Unidad Mini Mereng Chiri;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;35;0;35;35;0;NULL;0;2;1;NULL;NULL;0;0;0;4;NULL;NULL;ADMIN;26/07/2019 17:07;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011167;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
67;1;109;1;Torta Mil Hojas con Fresa 24P;Torta Mil Hojas Fresa 24;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;110;0;110;110;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;26/07/2019 17:07;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011170;0;;1;1;0;1;0;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
68;1;110;1;Frescura de Mango 24P;Frescura de Mango 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;140;0;140;140;0;NULL;0;2;1;NULL;NULL;0;0;0;2;NULL;NULL;ADMIN;02/09/2021 8:23;137;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011172;0;;1;1;0;1;0;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
69;1;113;1;Merengado de Fresa 24P;Merengado de Fresa 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;120;120;120;120;0;NULL;0;2;1;NULL;NULL;0;0;0;5;NULL;NULL;ADMIN;02/09/2021 8:23;111;NULL;NULL;6,91E-15;6,91E-15;6,91E-15;6,91E-15;6,91E-15;0;0;0;0;0;0;0;0;0;0;C3011053;0;;1;1;1;1;0;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
70;1;109;1;Torta Marmoleada Relleno de Manjar 24P;Tota Marmoeada Manjar 24;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;90;0;90;90;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;26/07/2019 17:06;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011184;0;;1;1;0;1;0;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
71;1;106;1;Pie de Manzana 24P;Pie de Manzana 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;110;110;110;110;0;NULL;0;2;1;NULL;NULL;0;0;0;7;NULL;NULL;ADMIN;26/07/2019 17:06;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010147;0;;1;1;1;1;0;0;NULL;1;1;0;;0;;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
72;1;114;1;Bola de Oro de Chocolate 24P;Bola de Oro Chocolat 24p;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;140;0;140;140;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;26/07/2019 17:06;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011004;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
73;1;103;1;Delicia de Chocolate con Lucuma 24P;Delicia Choco Lucuma 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;90;90;90;90;0;NULL;0;2;1;NULL;NULL;0;0;0;7;NULL;NULL;ADMIN;26/07/2019 17:06;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011132;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
74;1;103;1;Delicia de Mango 24P;Delicia de Mango 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;90;0;90;90;0;NULL;0;2;1;NULL;NULL;0;0;0;8;NULL;NULL;ADMIN;26/07/2019 17:06;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011190;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
75;1;116;1;Semifredo de Frutos Rojos Unidad;Semifred Fruto Rojo Unid;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;55;0;55;55;0;NULL;0;2;1;NULL;NULL;0;0;0;1;NULL;NULL;ADMIN;26/07/2019 17:06;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011067;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
76;1;109;1;Torta Red Velvet 24P;Torta Red Velvet 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;180;180;180;180;0;NULL;0;2;1;NULL;NULL;0;0;0;1;NULL;NULL;ADMIN;02/09/2021 8:23;141;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010149;0;;1;1;1;1;0;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
77;1;107;1;Souffle de Vainilla con Durazno 24P;Souffle Vainill Durazn24;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;90;0;90;90;0;NULL;0;2;1;NULL;NULL;0;0;0;6;NULL;NULL;ADMIN;26/07/2019 17:06;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M1020042;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
78;1;109;1;Torta de Mil Hojas 24P;Torta de Mil Hojas 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;110;0;110;110;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;26/07/2019 17:06;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011202;0;;1;1;0;1;0;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
79;1;117;1;Brownie Afrutado Corazon 12P;Browni Afrutad Corazo 12;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;35;0;35;35;0;NULL;0;2;1;NULL;NULL;0;0;0;1;NULL;NULL;ADMIN;26/07/2019 17:06;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010071;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
80;1;107;1;Souffle de Vainilla con Lucuma 24P;Souffle Vainill Lucuma24;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;90;0;90;90;0;NULL;0;2;1;NULL;NULL;0;0;0;7;NULL;NULL;ADMIN;26/07/2019 17:06;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011128;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
81;1;107;1;Souffle de Vainilla con Fresa 24P;Souffle Vainill Fresa 24;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;90;0;90;90;0;NULL;0;2;1;NULL;NULL;0;0;0;8;NULL;NULL;ADMIN;26/07/2019 17:05;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011072;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
82;1;103;1;Delicia de Vainilla con Lucuma 24P;Delicia Vainill Lucum 24;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;90;90;90;90;0;NULL;0;2;1;NULL;NULL;0;0;0;9;NULL;NULL;ADMIN;26/07/2019 17:05;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011126;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
83;1;103;1;Delicia de Chocolate con Lucuma 24P;Delicia Choco Lucuma 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;90;90;90;90;0;NULL;0;2;1;NULL;NULL;0;0;0;10;NULL;NULL;ADMIN;26/07/2019 17:05;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011132;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
84;17;1701;1;bruselina de vainilla con fresa 12pzs;bruselina vaini/fre 12p;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;119;119;119;119;119;NULL;0;5;1;NULL;NULL;1;0;0;16;NULL;NULL;ADMIN;01/07/2025 22:56; ;NULL;NULL;5,03E-15;5,03E-15;5,03E-15;5,03E-15;5,03E-15;0;0;0;0;0;0;0;0;0;0;V1000133;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;7;1;0;0;;0;0;1;;0;0;;0;;0;0;0;bruselina de vainilla con fres;0;0
85;17;1701;1;Pecado de Chocolate 12P;Pecado de Chocolate 12P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;95;95;95;95;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;06/12/2022 12:06;112;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010125;0;;1;1;1;1;0;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;0;0;Pecado de Chocolate 12P;NULL;0
86;17;1701;1;torta de chocolate 12pzs;torta de chocolate 12pzs;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;119;119;119;119;119;NULL;0;5;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;01/07/2025 22:52; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000138;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;5;1;0;0;;0;0;1;;0;0;https://blobmasac.blob.core.windows.net/img-totem/0000086.jpg;0;;0;0;0;torta de chocolate 12pzs;0;1
87;17;1701;1;turron de chocolate 12pzs;turron chocolate 12pzs;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;99;99;99;102;0;NULL;0;5;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;13/10/2022 7:02;129;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000142;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;5;1;0;0;;0;0;1;;0;0;;0;;0;0;0;turron de chocolate 12pzs;NULL;0
88;17;1701;1;bruselina de chocolate con lucuma 12pzs;bruselina choco/luc 12p;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;119;119;119;119;119;NULL;0;5;1;NULL;NULL;1;0;0;6;NULL;NULL;ADMIN;01/07/2025 22:57; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000143;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;7;1;0;0;;0;0;1;;0;0;;0;;0;0;0;bruselina de chocolate con luc;0;0
89;17;1701;1;torta de zanahoria 12pzs;torta de zanahoria 12pzs;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;99;99;99;102;0;NULL;0;5;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;13/10/2022 7:02;136;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000145;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;5;1;0;0;;0;0;1;;0;0;;0;;0;0;0;torta de zanahoria 12pzs;NULL;0
90;17;1701;1;bruselina de chocolate con fresa 12pzs;bruselina choco/fre 12p;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;119;119;119;119;119;NULL;0;5;1;NULL;NULL;1;0;0;5;NULL;NULL;ADMIN;01/07/2025 22:57; ;NULL;NULL;5,03E-15;5,03E-15;5,03E-15;5,03E-15;5,03E-15;0;0;0;0;0;0;0;0;0;0;V1000132;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;7;1;0;0;;0;0;1;;0;0;;0;;0;0;0;bruselina de chocolate con fre;0;0
91;17;1701;1;torta tres leches 12pzs;torta tres leches 12pzs;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;99;99;99;99;99;NULL;0;5;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;01/07/2025 22:44; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000144;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;3;1;0;0;;0;0;1;;0;0;https://blobmasac.blob.core.windows.net/img-totem/0000091.jpg;0;;0;0;0;torta tres leches 12pzs;0;0
92;17;1702;1;Pecado de Chocolate Und;Pecado de Chocolate Und;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;12;0;12;12;0;NULL;0;2;1;NULL;NULL;0;0;0;19;NULL;NULL;ADMIN;26/07/2019 17:05;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3100001;0;;1;1;0;1;0;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
93;17;1702;1;torta de chocolate porción;torta de chocolate porci;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;16,9;0;0;0;0;NULL;0;5;1;NULL;NULL;1;0;0;1;NULL;NULL;ADMIN;02/12/2024 0:56;;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000190;1;;1;1;0;0;0;0;NULL;1;1;0;;0;;5;0;0;0;;0;0;1;;0;0;https://blobmasac.blob.core.windows.net/img-totem/0000093.jpg;0;;0;0;0;torta de chocolate porción;0;1
94;17;1702;1;turrón de chocolate porción;turrón de chocolate porc;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;16,9;0;0;0;0;NULL;0;5;1;NULL;NULL;1;0;0;4;NULL;NULL;ADMIN;02/12/2024 0:57;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000191;0;;1;1;0;0;0;0;NULL;1;1;0;;0;;5;0;0;0;;0;0;1;;0;0;https://blobmasac.blob.core.windows.net/img-totem/0000094.jpg;0;;0;0;0;turron de chocolate porción;0;1
95;17;1702;1;bruselina de lucuma c/ chocolate porción;bruselina de lucuma c/ c;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;16,9;0;0;0;0;NULL;0;5;1;NULL;NULL;1;0;0;9;NULL;NULL;ADMIN;02/12/2024 0:58;218;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000192;0;;1;1;0;0;0;0;NULL;1;1;0;;0;;7;0;0;0;;0;0;1;;0;0;https://blobmasac.blob.core.windows.net/img-totem/0000095.jpg;0;;0;0;0;bruselina de lucuma c/ chocola;0;1
96;17;1702;1;carrot cake porción;carrot cake porción;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;16,9;0;0;0;0;NULL;0;5;1;NULL;NULL;1;0;0;2;NULL;NULL;ADMIN;02/12/2024 0:58;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000194;0;;1;1;0;0;0;0;NULL;1;1;0;;0;;5;0;0;0;;0;0;1;;0;0;https://blobmasac.blob.core.windows.net/img-totem/0000096.jpg;0;;0;0;0;carrot cake porción;0;1
97;17;1702;1;bruselina de chocolate con fresa porción;bruselin choco/fre porci;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;16;16;16;16;0;NULL;0;5;1;NULL;NULL;0;0;0;8;NULL;NULL;ADMIN;01/01/2023 23:48;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000195;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;7;0;0;0;;0;0;1;;0;0;;0;;0;0;0;bruselina de chocolate con fre;NULL;0
98;17;1702;1;Merengado de fresa porción;Merengado fresa porci;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;16,9;0;0;0;0;NULL;0;2;1;NULL;NULL;1;0;0;20;NULL;NULL;ADMIN;14/04/2025 21:46; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2110033;0;;1;1;0;0;0;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Merengado de Fresa Und;0;0
99;17;1702;1;merengado chirimoya porción;merengado chirimoya porc;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;16,9;0;0;0;0;NULL;0;5;1;NULL;NULL;1;0;0;16;NULL;NULL;ADMIN;02/12/2024 0:59;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000196;0;;1;1;0;0;0;0;NULL;1;1;0;;0;;7;0;0;0;;0;0;1;;0;0;https://blobmasac.blob.core.windows.net/img-totem/0000099.jpg;0;;0;0;0;merengado chirimoya porción;0;1
